stock_code,cap,close,listdays,surplus_sum,np_parcomsh_chg,profi_style,ipo_lessoneyear,is_div_stock
300255.SZ,107850000.0,24.55,29.0,7.951749231988873,0.1956267951379142,0,1,0
300256.SZ,100000000.0,21.36,29.0,6.645389865,0.3431556053702729,0,1,0
300257.SZ,143000000.0,63.91,29.0,18.33891935153846,0.4159009436550899,0,1,1
300258.SZ,100000000.0,28.03,24.0,7.7010956167,0.18725775953569104,0,1,0
300259.SZ,75680000.0,20.2,21.0,6.1834715366014805,0.4039612769492152,0,1,1
300260.SZ,66700000.0,28.73,17.0,8.258156938230885,0.3677633329830961,0,1,0
300261.SZ,90700000.0,22.34,17.0,5.382393272767366,0.4420692688089563,0,1,0
300262.SZ,66700000.0,23.01,10.0,5.3695508304347825,0.17949458508672686,0,1,1
300263.SZ,80000000.0,26.1,10.0,9.6258841845,0.626286754678136,1,1,1
300264.SZ,102000000.0,16.75,10.0,4.627639795392157,0.9128684816359017,1,1,0
300266.SZ,56000000.0,24.8,3.0,7.768473738928571,0.4477042941890779,0,1,0
300267.SZ,184000000.0,19.1,3.0,4.5928509808695654,1.569210178146511,1,1,0
300268.SZ,67000000.0,25.24,3.0,8.864076356268656,0.3759375965372158,0,1,1
601010.SH,492800000.0,18.48,83.0,5.40976748510552,0.24501516447176216,0,1,0
601101.SH,999998560.0,25.47,368.0,5.054145387659358,0.5237869577024822,0,0,0
601113.SH,320000000.0,12.45,102.0,4.35789228259375,1.0474513512649404,0,1,1
601116.SH,410758800.0,12.43,147.0,2.2729609277999643,0.3127469804088224,0,1,0
601126.SH,406664000.0,18.91,184.0,5.341979945016033,0.3100357613349469,0,1,0
601137.SH,215000000.0,18.4,166.0,7.411096297023256,0.18995012710647832,0,1,0
601139.SH,1230000000.0,10.49,430.0,1.2830169507560978,0.26587547572092957,0,0,0
601177.SH,400060000.0,11.32,243.0,3.123392532320152,0.19536511036889087,0,1,0
601199.SH,233800000.0,13.24,136.0,5.799811371514114,0.6221005638742159,0,1,0
601208.SH,307880000.0,22.32,93.0,5.915117024132779,0.605343095813099,1,1,1
601216.SH,640000000.0,19.37,153.0,6.665362678421874,1.3372590598824632,1,1,1
601311.SH,420396875.0,22.05,84.0,5.21643121885718,0.4012758098270562,0,1,1
601369.SH,1638770233.0,11.15,349.0,2.0770543985649756,0.2428823593024215,0,0,0
601566.SH,572930000.0,24.12,87.0,5.675406341944043,0.4210462835610376,0,1,0
601599.SH,212000000.0,11.22,88.0,3.6375979492924526,0.28681311831497525,0,1,0
601616.SH,518100000.0,14.99,163.0,3.8387252106350127,0.2996562375514747,0,1,0
601677.SH,401000000.0,16.01,9.0,5.1354669257356615,0.4843280881979364,0,1,0
601678.SH,660000000.0,14.22,394.0,4.387255742045454,1.342689190402648,1,0,0
601717.SH,700000000.0,24.71,284.0,6.935830643500001,0.4162268464702179,0,0,1
601798.SH,320000000.0,12.04,71.0,3.8231610477812503,0.47425443589106625,0,1,0
601799.SH,236760000.0,16.92,163.0,6.119094901925999,0.1092042573881945,0,1,0
601801.SH,910000000.0,11.46,415.0,2.9914223911648357,0.20836044440303275,0,0,0
601877.SH,1005000000.0,15.19,412.0,3.387844251184079,0.10713833848015422,0,0,0
601886.SH,560000000.0,19.38,30.0,6.1247330250714285,0.14927553164427376,0,1,0
601888.SH,880000000.0,24.61,481.0,4.2369151108409095,0.5297460876464547,0,0,0
601908.SH,429885136.0,31.33,15.0,7.518640244565237,1.0705742671178675,0,1,1
601933.SH,767900000.0,25.9,196.0,4.368400774423753,0.7588483743889146,0,1,0
